Name,Release_Date,Publisher,Platform,Press_Score,Number_Scores_Press,Users_Score,Number_Scores_Users,Month,Year,Scores_delta,Score_Avg
Child of Light,2014-04-29,Ubisoft,Playstation 4,8.2,46,7.9,117.0,4,2014,-0.29999999999999893,8.05
Child of Light,2014-04-29,Ubisoft,Wii U,8.4,7,8.4,35.0,4,2014,0.0,8.4
Child of Light,2014-04-29,Ubisoft,Xbox 360,7.4,5,7.5,8.0,4,2014,0.09999999999999964,7.45
Child of Light,2014-04-29,Ubisoft,Playstation 3,8.9,6,7.8,22.0,4,2014,-1.1000000000000005,8.35
Child of Light,2014-04-29,Ubisoft,Playstation Vita,8.3,15,7.9,21.0,4,2014,-0.40000000000000036,8.100000000000001
Child of Light,2014-04-29,Ubisoft,Nintendo Switch,8.4,12,8.3,22.0,4,2014,-0.09999999999999964,8.350000000000001
Myst IV: Revelation,2004-09-30,Ubisoft,Xbox,7.5,17,10.0,1.0,9,2004,2.5,8.75
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Xbox 360,8.2,58,7.7,101.0,8,2013,-0.4999999999999991,7.949999999999999
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Playstation 3,8.4,27,7.8,56.0,8,2013,-0.6000000000000005,8.1
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Pc,8.2,13,7.5,199.0,8,2013,-0.6999999999999993,7.85
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Wii U,7.5,5,7.8,22.0,8,2013,0.2999999999999998,7.65
Assassin's Creed Shadows,2025-03-20,Ubisoft,Pc,7.9,57,5.0,496.0,3,2025,-2.9000000000000004,6.45
Assassin's Creed Shadows,2025-03-20,Ubisoft,Xbox Series X,8.5,22,6.4,145.0,3,2025,-2.0999999999999996,7.45
Assassin's Creed Shadows,2025-03-20,Ubisoft,Playstation 5,8.2,99,6.2,1.0,3,2025,-1.9999999999999991,7.199999999999999
Trackmania Turbo,2016-03-22,Ubisoft,Playstation 4,8.1,52,7.5,49.0,3,2016,-0.5999999999999996,7.8
Trackmania Turbo,2016-03-22,Ubisoft,Xbox One,7.6,12,7.3,12.0,3,2016,-0.2999999999999998,7.449999999999999
Trackmania Turbo,2016-03-22,Ubisoft,Pc,7.9,13,7.1,11.0,3,2016,-0.8000000000000007,7.5
Chessmaster 10th Edition,2004-08-12,Ubisoft,Pc,8.1,9,7.8,9.0,8,2004,-0.2999999999999998,7.949999999999999
Assassin's Creed,2007-11-13,Ubisoft,Playstation 3,8.1,40,7.1,201.0,11,2007,-1.0,7.6
Assassin's Creed,2007-11-13,Ubisoft,Xbox 360,8.1,77,7.2,205.0,11,2007,-0.8999999999999995,7.65
Assassin's Creed,2007-11-13,Ubisoft,Pc,7.9,38,7.2,264.0,11,2007,-0.7000000000000002,7.550000000000001
Chessmaster 9000,2002-08-31,Ubisoft,Pc,8.1,10,6.9,9.0,8,2002,-1.1999999999999993,7.5
Assassin's Creed Origins,2017-10-27,Ubisoft,Playstation 4,8.1,70,7.3,826.0,10,2017,-0.7999999999999998,7.699999999999999
Assassin's Creed Origins,2017-10-27,Ubisoft,Xbox One,8.5,42,7.5,216.0,10,2017,-1.0,8.0
Assassin's Creed Origins,2017-10-27,Ubisoft,Pc,8.4,31,6.8,517.0,10,2017,-1.6000000000000005,7.6
Anno 1800,2019-04-16,Ubisoft,Pc,8.1,51,7.9,130.0,4,2019,-0.1999999999999993,8.0
Far Cry 5,2018-03-27,Ubisoft,Playstation 4,8.1,90,6.9,666.0,3,2018,-1.1999999999999993,7.5
Far Cry 5,2018-03-27,Ubisoft,Xbox One,8.2,33,6.9,178.0,3,2018,-1.299999999999999,7.55
Far Cry 5,2018-03-27,Ubisoft,Pc,7.8,33,6.4,606.0,3,2018,-1.3999999999999995,7.1
Prince of Persia Trilogy,2011-04-19,Ubisoft,Playstation 3,8.1,21,8.0,18.0,4,2011,-0.09999999999999964,8.05
TrackMania 2 Canyon,2011-09-14,Ubisoft,Pc,8.1,37,7.7,21.0,9,2011,-0.39999999999999947,7.9
Immortals Fenyx Rising,2020-12-03,Ubisoft,Playstation 4,9.0,3,7.5,58.0,12,2020,-1.5,8.25
Immortals Fenyx Rising,2020-12-03,Ubisoft,Xbox One,7.6,4,7.2,11.0,12,2020,-0.39999999999999947,7.4
Immortals Fenyx Rising,2020-12-03,Ubisoft,Pc,7.9,23,7.5,146.0,12,2020,-0.40000000000000036,7.7
Immortals Fenyx Rising,2020-12-03,Ubisoft,Nintendo Switch,7.8,13,7.6,87.0,12,2020,-0.20000000000000018,7.699999999999999
Immortals Fenyx Rising,2020-12-03,Ubisoft,Playstation 5,7.7,43,7.6,178.0,12,2020,-0.10000000000000053,7.65
Immortals Fenyx Rising,2020-12-03,Ubisoft,Xbox Series X,8.1,53,7.6,127.0,12,2020,-0.5,7.85
Prince of Persia,2008-12-02,Ubisoft,Pc,8.2,25,7.4,63.0,12,2008,-0.7999999999999989,7.8
Prince of Persia,2008-12-02,Ubisoft,Playstation 3,8.5,59,7.4,33.0,12,2008,-1.0999999999999996,7.95
Prince of Persia,2008-12-02,Ubisoft,Xbox 360,8.1,73,7.2,34.0,12,2008,-0.8999999999999995,7.65
Tom Clancy's Ghost Recon: Island Thunder,2003-08-06,Ubisoft,Pc,8.2,16,6.2,9.0,8,2003,-1.9999999999999991,7.199999999999999
Tom Clancy's Ghost Recon: Island Thunder,2003-08-06,Ubisoft,Xbox,8.1,33,5.4,9.0,8,2003,-2.6999999999999993,6.75
Watch Dogs,2014-05-27,Ubisoft,Playstation 3,7.5,2,5.6,103.0,5,2014,-1.9000000000000004,6.55
Watch Dogs,2014-05-27,Ubisoft,Xbox 360,7.9,2,5.4,84.0,5,2014,-2.5,6.65
Watch Dogs,2014-05-27,Ubisoft,Pc,7.7,18,6.0,977.0,5,2014,-1.7000000000000002,6.85
Watch Dogs,2014-05-27,Ubisoft,Playstation 4,8.0,80,6.7,931.0,5,2014,-1.2999999999999998,7.35
Watch Dogs,2014-05-27,Ubisoft,Wii U,6.2,15,6.7,42.0,5,2014,0.5,6.45
Watch Dogs,2014-05-27,Ubisoft,Xbox One,7.8,15,6.2,201.0,5,2014,-1.5999999999999996,7.0
Tom Clancy's Ghost Recon 2,2004-11-16,Ubisoft,Playstation 2,5.8,21,4.1,4.0,11,2004,-1.7000000000000002,4.949999999999999
Tom Clancy's Ghost Recon 2,2004-11-16,Ubisoft,Xbox,8.0,53,5.1,9.0,11,2004,-2.9000000000000004,6.55
Conquest: Frontier Wars,2001-08-14,Ubisoft,Pc,8.0,13,7.8,4.0,8,2001,-0.20000000000000018,7.9
Assassin's Creed: Revelations,2011-11-15,Ubisoft,Playstation 3,8.0,39,7.6,231.0,11,2011,-0.40000000000000036,7.8
Assassin's Creed: Revelations,2011-11-15,Ubisoft,Xbox 360,8.0,77,7.6,196.0,11,2011,-0.40000000000000036,7.8
Assassin's Creed: Revelations,2011-11-15,Ubisoft,Pc,8.0,20,7.6,246.0,11,2011,-0.40000000000000036,7.8
Assassin's Creed Valhalla,2020-11-10,Ubisoft,Playstation 4,8.0,54,6.0,975.0,11,2020,-2.0,7.0
Assassin's Creed Valhalla,2020-11-10,Ubisoft,Xbox One,8.2,16,6.0,153.0,11,2020,-2.1999999999999993,7.1
Assassin's Creed Valhalla,2020-11-10,Ubisoft,Playstation 5,8.4,8,6.8,541.0,11,2020,-1.6000000000000005,7.6
Assassin's Creed Valhalla,2020-11-10,Ubisoft,Xbox Series X,8.4,47,6.4,259.0,11,2020,-2.0,7.4
Assassin's Creed Valhalla,2020-11-10,Ubisoft,Pc,8.2,33,6.5,1.0,11,2020,-1.6999999999999993,7.35
Assassin's Creed: The Rebel Collection,2019-12-06,Ubisoft,Nintendo Switch,8.0,25,8.1,41.0,12,2019,0.09999999999999964,8.05
Far Cry 3: Blood Dragon,2013-05-01,Ubisoft,Xbox 360,8.0,51,8.1,94.0,5,2013,0.09999999999999964,8.05
Far Cry 3: Blood Dragon,2013-05-01,Ubisoft,Playstation 3,8.2,24,8.1,36.0,5,2013,-0.09999999999999964,8.149999999999999
Far Cry 3: Blood Dragon,2013-05-01,Ubisoft,Pc,8.1,31,8.1,197.0,5,2013,0.0,8.1
Driver: San Francisco,2011-09-06,Ubisoft,Playstation 3,7.9,53,7.8,32.0,9,2011,-0.10000000000000053,7.85
Driver: San Francisco,2011-09-06,Ubisoft,Xbox 360,8.0,63,7.9,49.0,9,2011,-0.09999999999999964,7.95
Driver: San Francisco,2011-09-06,Ubisoft,Pc,8.0,11,7.4,103.0,9,2011,-0.5999999999999996,7.7
Driver: San Francisco,2011-09-06,Ubisoft,Wii,6.4,7,6.8,6.0,9,2011,0.39999999999999947,6.6
TMNT (2007),2007-03-20,Ubisoft,Game Boy Advance,8.0,7,8.3,2.0,3,2007,0.3000000000000007,8.15
From Dust,2011-07-27,Ubisoft,Xbox 360,8.0,76,7.7,29.0,7,2011,-0.2999999999999998,7.85
From Dust,2011-07-27,Ubisoft,Playstation 3,8.1,11,7.2,9.0,7,2011,-0.8999999999999995,7.65
From Dust,2011-07-27,Ubisoft,Pc,7.6,15,5.0,162.0,7,2011,-2.5999999999999996,6.3
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Xbox,8.2,43,7.3,1.0,11,2005,-0.8999999999999995,7.75
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Playstation 2,8.2,41,8.6,21.0,11,2005,0.40000000000000036,8.399999999999999
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Gamecube,8.1,30,7.9,3.0,11,2005,-0.1999999999999993,8.0
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Pc,7.7,27,7.6,7.0,11,2005,-0.10000000000000053,7.65
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Ds,2.8,5,2.6,4.0,11,2005,-0.19999999999999973,2.7
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Psp,5.6,10,7.1,3.0,11,2005,1.5,6.35
Peter Jackson's King Kong: The Official Game of the Movie,2005-11-21,Ubisoft,Xbox 360,8.0,57,7.8,16.0,11,2005,-0.20000000000000018,7.9
Red Steel 2,2010-03-23,Ubisoft,Wii,8.0,73,8.0,27.0,3,2010,0.0,8.0
Tom Clancy's The Division,2016-03-08,Ubisoft,Playstation 4,8.0,67,7.0,662.0,3,2016,-1.0,7.5
Tom Clancy's The Division,2016-03-08,Ubisoft,Xbox One,8.0,34,6.9,165.0,3,2016,-1.0999999999999996,7.45
Tom Clancy's The Division,2016-03-08,Ubisoft,Pc,7.9,35,6.0,390.0,3,2016,-1.9000000000000004,6.95
Naruto: The Broken Bond,2008-11-08,Ubisoft,Xbox 360,8.0,34,8.1,7.0,11,2008,0.09999999999999964,8.05
Myst V: End of Ages,2005-09-19,Ubisoft,Pc,8.0,26,7.2,10.0,9,2005,-0.7999999999999998,7.6
Silent Hunter: Wolves of the Pacific,2007-03-20,Ubisoft,Pc,7.9,22,7.7,6.0,3,2007,-0.20000000000000018,7.800000000000001
Scott Pilgrim vs. the World: The Game - Complete Edition,2021-01-14,Ubisoft,Playstation 4,7.5,27,6.2,12.0,1,2021,-1.2999999999999998,6.85
Scott Pilgrim vs. the World: The Game - Complete Edition,2021-01-14,Ubisoft,Xbox One,7.8,22,7.1,8.0,1,2021,-0.7000000000000002,7.449999999999999
Scott Pilgrim vs. the World: The Game - Complete Edition,2021-01-14,Ubisoft,Nintendo Switch,7.9,41,7.4,21.0,1,2021,-0.5,7.65
Scott Pilgrim vs. the World: The Game - Complete Edition,2021-01-14,Ubisoft,Pc,7.5,12,5.5,10.0,1,2021,-2.0,6.5
South Park: The Fractured But Whole,2017-10-17,Ubisoft,Playstation 4,7.9,75,7.8,154.0,10,2017,-0.10000000000000053,7.85
South Park: The Fractured But Whole,2017-10-17,Ubisoft,Xbox One,8.4,31,8.1,24.0,10,2017,-0.3000000000000007,8.25
South Park: The Fractured But Whole,2017-10-17,Ubisoft,Pc,8.1,26,7.1,99.0,10,2017,-1.0,7.6
South Park: The Fractured But Whole,2017-10-17,Ubisoft,Nintendo Switch,8.0,32,7.8,49.0,10,2017,-0.20000000000000018,7.9
Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,Ubisoft,Pc,7.1,13,5.3,116.0,5,2012,-1.7999999999999998,6.199999999999999
Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,Ubisoft,Xbox 360,7.9,75,7.3,135.0,5,2012,-0.6000000000000005,7.6
Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,Ubisoft,Playstation 3,7.9,18,6.9,59.0,5,2012,-1.0,7.4
Trials Fusion,2014-04-15,Ubisoft,Xbox One,8.0,28,7.1,44.0,4,2014,-0.9000000000000004,7.55
Trials Fusion,2014-04-15,Ubisoft,Xbox 360,8.0,3,7.4,6.0,4,2014,-0.5999999999999996,7.7
Trials Fusion,2014-04-15,Ubisoft,Playstation 4,7.9,51,7.0,57.0,4,2014,-0.9000000000000004,7.45
Trials Fusion,2014-04-15,Ubisoft,Pc,8.0,12,6.9,19.0,4,2014,-1.0999999999999996,7.45
Just Dance 2014 (French),2013-10-08,Ubisoft,Xbox One,7.1,6,7.0,9.0,10,2013,-0.09999999999999964,7.05
Just Dance 2014 (French),2013-10-08,Ubisoft,Playstation 4,7.5,4,5.9,16.0,10,2013,-1.5999999999999996,6.7
Just Dance 2014 (French),2013-10-08,Ubisoft,Xbox 360,7.9,16,8.0,5.0,10,2013,0.09999999999999964,7.95
Just Dance 2014 (French),2013-10-08,Ubisoft,Playstation 3,7.7,6,7.1,9.0,10,2013,-0.6000000000000005,7.4
Just Dance 2014 (French),2013-10-08,Ubisoft,Wii,8.6,2,6.0,3.0,10,2013,-2.5999999999999996,7.3
Just Dance 2014 (French),2013-10-08,Ubisoft,Wii U,7.2,13,7.8,4.0,10,2013,0.5999999999999996,7.5
Uru: Ages Beyond Myst,2003-11-11,Ubisoft,Pc,7.9,22,7.0,3.0,11,2003,-0.9000000000000004,7.45
Trials Rising,2019-02-26,Ubisoft,Playstation 4,7.9,57,6.4,13.0,2,2019,-1.5,7.15
Trials Rising,2019-02-26,Ubisoft,Xbox One,8.5,16,5.5,8.0,2,2019,-3.0,7.0
Trials Rising,2019-02-26,Ubisoft,Nintendo Switch,7.8,13,7.4,13.0,2,2019,-0.39999999999999947,7.6
Trials Rising,2019-02-26,Ubisoft,Pc,8.3,13,5.1,17.0,2,2019,-3.200000000000001,6.7
Chessmaster,2004-10-26,Ubisoft,Playstation 2,7.9,9,10.0,1.0,10,2004,2.0999999999999996,8.95
Beyond Good & Evil 20th Anniversary Edition,2024-06-25,Ubisoft,Playstation 5,7.9,26,7.3,10.0,6,2024,-0.6000000000000005,7.6
Beyond Good & Evil 20th Anniversary Edition,2024-06-25,Ubisoft,Xbox Series X,8.2,10,10.0,2.0,6,2024,1.8000000000000007,9.1
Beyond Good & Evil 20th Anniversary Edition,2024-06-25,Ubisoft,Nintendo Switch,7.9,7,8.0,1.0,6,2024,0.09999999999999964,7.95
Beyond Good & Evil 20th Anniversary Edition,2024-06-25,Ubisoft,Pc,8.0,11,4.0,5.0,6,2024,-4.0,6.0
Lunar Legend,2002-12-10,Ubisoft,Game Boy Advance,7.9,20,6.3,2.0,12,2002,-1.6000000000000005,7.1
The Settlers 7: Paths to a Kingdom,2010-03-23,Ubisoft,Pc,7.9,33,6.0,38.0,3,2010,-1.9000000000000004,6.95
TrackMania 2 Valley,2013-07-04,Ubisoft,Pc,7.9,7,8.1,8.0,7,2013,0.1999999999999993,8.0
Deathrow,2002-10-22,Ubisoft,Xbox,7.9,18,7.3,9.0,10,2002,-0.6000000000000005,7.6
Far Cry Instincts Evolution,2006-03-28,Ubisoft,Xbox,7.8,15,6.9,2.0,3,2006,-0.8999999999999995,7.35
For Honor: Marching Fire,2018-10-16,Ubisoft,Playstation 4,7.8,8,4.0,3.0,10,2018,-3.8,5.9
For Honor,2017-02-14,Ubisoft,Playstation 4,7.8,62,6.1,325.0,2,2017,-1.7000000000000002,6.949999999999999
For Honor,2017-02-14,Ubisoft,Xbox One,7.9,26,5.9,80.0,2,2017,-2.0,6.9
For Honor,2017-02-14,Ubisoft,Pc,7.6,34,5.2,286.0,2,2017,-2.3999999999999995,6.4
Rabbids Go Home,2009-11-01,Ubisoft,Wii,7.8,50,8.3,26.0,11,2009,0.5000000000000009,8.05
Rabbids Go Home,2009-11-01,Ubisoft,Ds,7.0,7,5.8,2.0,11,2009,-1.2000000000000002,6.4
Assassin's Creed Nexus VR,2023-11-16,Ubisoft,Meta Quest,7.8,33,7.9,11.0,11,2023,0.10000000000000053,7.85
Naruto: Rise of a Ninja,2007-10-30,Ubisoft,Xbox 360,7.8,35,7.8,15.0,10,2007,0.0,7.8
Anno 1701: Dawn of Discovery,2008-03-04,Ubisoft,Ds,7.8,14,7.4,9.0,3,2008,-0.39999999999999947,7.6
Far Cry Instincts Predator,2006-03-28,Ubisoft,Xbox 360,7.8,46,6.7,11.0,3,2006,-1.0999999999999996,7.25
R.U.S.E.,2010-09-07,Ubisoft,Pc,7.6,33,8.1,63.0,9,2010,0.5,7.85
R.U.S.E.,2010-09-07,Ubisoft,Playstation 3,7.6,37,7.9,12.0,9,2010,0.3000000000000007,7.75
R.U.S.E.,2010-09-07,Ubisoft,Xbox 360,7.8,45,7.7,17.0,9,2010,-0.09999999999999964,7.75
Dawn of Discovery: Venice,2010-02-26,Ubisoft,Pc,7.8,16,8.6,2.0,2,2010,0.7999999999999998,8.2
Tom Clancy's Ghost Recon: Shadow Wars,2011-03-22,Ubisoft,3Ds,7.7,49,7.9,28.0,3,2011,0.20000000000000018,7.800000000000001
Rayman 3: Hoodlum Havoc,2003-03-04,Ubisoft,Xbox 360,6.9,17,7.5,12.0,3,2003,0.5999999999999996,7.2
Rayman 3: Hoodlum Havoc,2003-03-04,Ubisoft,Playstation 3,7.2,15,6.8,12.0,3,2003,-0.40000000000000036,7.0
Rayman 3: Hoodlum Havoc,2003-03-04,Ubisoft,Playstation 2,7.6,21,8.7,19.0,3,2003,1.0999999999999996,8.149999999999999
Rayman 3: Hoodlum Havoc,2003-03-04,Ubisoft,Pc,7.4,8,8.4,17.0,3,2003,1.0,7.9
Rayman 3: Hoodlum Havoc,2003-03-04,Ubisoft,Gamecube,7.7,24,8.3,16.0,3,2003,0.6000000000000005,8.0
Rayman 3: Hoodlum Havoc,2003-03-04,Ubisoft,Xbox,7.5,13,8.4,7.0,3,2003,0.9000000000000004,7.95
Your Shape Fitness Evolved 2012,2011-11-08,Ubisoft,Xbox 360,7.7,13,7.5,7.0,11,2011,-0.20000000000000018,7.6
Call of Juarez: Bound in Blood,2009-06-30,Ubisoft,Playstation 3,7.8,47,7.4,11.0,6,2009,-0.39999999999999947,7.6
Call of Juarez: Bound in Blood,2009-06-30,Ubisoft,Pc,7.8,39,7.8,52.0,6,2009,0.0,7.8
Call of Juarez: Bound in Blood,2009-06-30,Ubisoft,Xbox 360,7.7,77,7.4,10.0,6,2009,-0.2999999999999998,7.550000000000001
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Pc,7.9,28,8.6,116.0,6,2014,0.6999999999999993,8.25
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Playstation 3,7.7,4,7.9,15.0,6,2014,0.20000000000000018,7.800000000000001
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Xbox 360,8.0,1,7.8,7.0,6,2014,-0.20000000000000018,7.9
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Playstation 4,7.7,48,8.3,123.0,6,2014,0.6000000000000005,8.0
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Xbox One,8.1,16,8.0,40.0,6,2014,-0.09999999999999964,8.05
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Ios Iphoneipad,8.7,10,7.7,11.0,6,2014,-0.9999999999999991,8.2
Valiant Hearts: The Great War,2014-06-24,Ubisoft,Nintendo Switch,7.7,17,8.0,15.0,6,2014,0.2999999999999998,7.85
Scott Pilgrim vs. the World: The Game,2010-08-10,Ubisoft,Xbox 360,7.3,25,7.6,12.0,8,2010,0.2999999999999998,7.449999999999999
Scott Pilgrim vs. the World: The Game,2010-08-10,Ubisoft,Playstation 3,7.7,49,7.8,38.0,8,2010,0.09999999999999964,7.75
Heroes of Might and Magic V,2006-05-23,Ubisoft,Pc,7.7,41,8.1,69.0,5,2006,0.39999999999999947,7.9
Riders Republic,2021-10-28,Ubisoft,Playstation 5,7.7,51,6.8,73.0,10,2021,-0.9000000000000004,7.25
Riders Republic,2021-10-28,Ubisoft,Xbox Series X,7.9,27,6.6,18.0,10,2021,-1.3000000000000007,7.25
Riders Republic,2021-10-28,Ubisoft,Playstation 4,8.2,2,6.0,13.0,10,2021,-2.1999999999999993,7.1
Riders Republic,2021-10-28,Ubisoft,Xbox One,9.0,3,4.7,1.0,10,2021,-4.3,6.85
Riders Republic,2021-10-28,Ubisoft,Pc,7.8,25,6.8,40.0,10,2021,-1.0,7.3
Rocksmith,2011-10-18,Ubisoft,Xbox 360,7.7,30,8.2,37.0,10,2011,0.4999999999999991,7.949999999999999
Rocksmith,2011-10-18,Ubisoft,Playstation 3,8.0,27,8.2,29.0,10,2011,0.1999999999999993,8.1
Rocksmith,2011-10-18,Ubisoft,Pc,7.8,5,8.1,28.0,10,2011,0.2999999999999998,7.949999999999999
Just Dance 2023 Edition,2022-11-22,Ubisoft,Nintendo Switch,7.7,12,6.9,18.0,11,2022,-0.7999999999999998,7.300000000000001
Just Dance 2023 Edition,2022-11-22,Ubisoft,Playstation 5,7.0,4,3.8,7.0,11,2022,-3.2,5.4
Just Dance 2023 Edition,2022-11-22,Ubisoft,Xbox Series X,8.0,4,5.5,2.0,11,2022,-2.5,6.75
Might & Magic: Clash of Heroes - Definitive Edition,2023-07-20,Ubisoft,Pc,7.7,9,6.7,1.0,7,2023,-1.0,7.2
Might & Magic: Clash of Heroes - Definitive Edition,2023-07-20,Ubisoft,Playstation 4,7.9,4,7.0,1.0,7,2023,-0.9000000000000004,7.45
Might & Magic: Clash of Heroes - Definitive Edition,2023-07-20,Ubisoft,Nintendo Switch,8.1,6,9.0,3.0,7,2023,0.9000000000000004,8.55
Might & Magic: Heroes VI,2011-10-13,Ubisoft,Pc,7.7,48,6.0,193.0,10,2011,-1.7000000000000002,6.85
Tom Clancy's EndWar,2008-11-04,Ubisoft,Playstation 3,7.6,33,6.7,3.0,11,2008,-0.8999999999999995,7.15
Tom Clancy's EndWar,2008-11-04,Ubisoft,Xbox 360,7.7,63,7.4,6.0,11,2008,-0.2999999999999998,7.550000000000001
Tom Clancy's EndWar,2008-11-04,Ubisoft,Pc,6.8,24,6.4,9.0,11,2008,-0.39999999999999947,6.6
Tom Clancy's EndWar,2008-11-04,Ubisoft,Psp,6.8,7,7.0,9.0,11,2008,0.20000000000000018,6.9
Tom Clancy's EndWar,2008-11-04,Ubisoft,Ds,6.9,11,7.0,2.0,11,2008,0.09999999999999964,6.95
Exit (2008),2006-02-14,Ubisoft,Psp,7.7,36,7.9,1.0,2,2006,0.20000000000000018,7.800000000000001
Exit (2008),2006-02-14,Ubisoft,Xbox 360,7.5,12,7.0,9.0,2,2006,-0.5,7.25
ZombiU,2012-11-18,Ubisoft,Playstation 4,7.1,29,5.9,41.0,11,2012,-1.1999999999999993,6.5
ZombiU,2012-11-18,Ubisoft,Xbox One,7.2,18,6.2,13.0,11,2012,-1.0,6.7
ZombiU,2012-11-18,Ubisoft,Pc,6.5,11,5.0,19.0,11,2012,-1.5,5.75
ZombiU,2012-11-18,Ubisoft,Wii U,7.7,70,7.7,225.0,11,2012,0.0,7.7
Just Dance 4,2012-10-09,Ubisoft,Xbox 360,7.7,23,7.9,7.0,10,2012,0.20000000000000018,7.800000000000001
Just Dance 4,2012-10-09,Ubisoft,Playstation 3,7.7,5,7.2,4.0,10,2012,-0.5,7.45
Just Dance 4,2012-10-09,Ubisoft,Wii,7.4,10,7.7,9.0,10,2012,0.2999999999999998,7.550000000000001
Just Dance 4,2012-10-09,Ubisoft,Wii U,6.6,14,7.9,4.0,10,2012,1.3000000000000007,7.25
Tom Clancy's Rainbow Six: Rogue Spear (2002),2002-03-18,Ubisoft,Game Boy Advance,7.6,7,6.5,9.0,3,2002,-1.0999999999999996,7.05
Rayman Raving Rabbids,2006-11-14,Ubisoft,Xbox 360,6.7,16,6.9,2.0,11,2006,0.20000000000000018,6.800000000000001
Rayman Raving Rabbids,2006-11-14,Ubisoft,Playstation 2,6.4,8,7.3,5.0,11,2006,0.8999999999999995,6.85
Rayman Raving Rabbids,2006-11-14,Ubisoft,Pc,5.8,6,6.7,11.0,11,2006,0.9000000000000004,6.25
Rayman Raving Rabbids,2006-11-14,Ubisoft,Wii,7.6,54,6.9,16.0,11,2006,-0.6999999999999993,7.25
Assassin's Creed Mirage,2023-10-05,Ubisoft,Playstation 5,7.6,99,7.0,644.0,10,2023,-0.5999999999999996,7.3
Assassin's Creed Mirage,2023-10-05,Ubisoft,Xbox Series X,7.7,34,6.9,84.0,10,2023,-0.7999999999999998,7.300000000000001
Assassin's Creed Mirage,2023-10-05,Ubisoft,Pc,7.6,30,6.0,206.0,10,2023,-1.5999999999999996,6.8
Assassin's Creed Mirage,2023-10-05,Ubisoft,Playstation 4,6.5,2,6.9,22.0,10,2023,0.40000000000000036,6.7
Heroes of the Pacific,2005-09-28,Ubisoft,Playstation 2,7.6,31,5.8,4.0,9,2005,-1.7999999999999998,6.699999999999999
Heroes of the Pacific,2005-09-28,Ubisoft,Xbox,7.6,33,8.8,9.0,9,2005,1.200000000000001,8.2
